company_id,company_name,average_rating,num_review,city,type,num_employee,country,working_day,OT,overview,expertise,benifit,logo_link
watermelon-software,Watermelon Software,,1 Review,"Cau Giay, Ha Noi",Outsourcing,1-50,Japan,Monday - Friday,Extra days off for OT,"Watermelon là tên tiếng Anh của sự tích dưa hấu, thể hiện tư tưởng của Mai An Tiêm, chúng tôi luôn lao động, sáng tạo mang lại giá trị cho xã hội. Watermelon được thành lập với sứ mệnh tiên phong chuyển từ software outsourcing sang solution outsourcing. Nhiệm vụ của Watermelon là bán sản phẩm do kỹ sư Việt Nam làm ra tại thị trường nước ngoài với giá không phải sức lao động mà bằng giá trị của sản phẩm.

Watermelon hướng tới xây dựng môi trường để phát huy hết sức mạnh, tham vọng và mong muốn của từng nhân viên. Chúng tôi muốn xây dựng công ty thành ngôi nhà mà tất cả nhân viên happy trong đấy, vì từng nhân viên hạnh phúc thì chúng ta mới làm cho khách hàng hạnh phúc.",,"Một năm checkpoint review tăng lương 2 lần


Chính sách đãi ngộ và lương thưởng cạnh tranh


Được tham gia thiết kế, triển khai sản phẩm cho các khách hàng Nhật Bản, có cơ hội đi onsite tại Nhật


Được hưởng đầy đủ chế độ bảo hiểm y tế, bảo hiểm xã hội


Môi trường làm việc trẻ trung, thoải mái.


Hoạt động teambuilding- sinh nhật mỗi tháng 1 lần. 


Du lịch hàng năm


Thời gian làm việc: Từ thứ 2 – Thứ 6.",https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBMmYzRGc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--ac8c024604d5fc2d220fb57982eb4244b57af8ec/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJY0c1bkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--623b1a923c4c6ecbacda77c459f93960558db010/watermelon-software-logo.png
softnet-network-co-ltd,SoftNET Network Co Ltd.,,Reviews,"Ho Chi Minh, Ha Noi",Product,1-50,Slovenia,Monday - Friday,No OT,"SoftNET is a privately held regional provider of telecommunication services established in 1996 in Slovenia. Following its expansion, SoftNET has built the most advanced IP network and opened offices in all over Euroupe and Asia likes: Vietnam, Philippines, Singapore, Hong Kong and China where it has top-level teams of specialists.
SoftNET's main goal today is helping a growing number of our clients migrate from traditional telephony services to IP-based solutions that reduce costs and increase productivity. In Vietnam, SoftNet stays focus on Connectivity (Internet access, IP-VPN and MPLS services, Ethernet Private Line…) and Communication (IP-PBX, SIP trunk, IP centrex…).
We are eager to grow bigger and stronger with the helps of our talented peoples maybe including you.","CCNA/JUPINER equal CCNA is required. Others CCNP, MCITP, MCSA, HP Unix, Oracle, Solaris Unix, Window Server….is plus","Professional working environment but casual ambiance


Work with International teams


13th salary based of work performance


Attractive salaries and great benefits


Extra Healthcare Insurance including annual medical check-up


Full labor insurance (social, health, unemployed)


Training courses: English, soft skills...


Unlimited coffee &amp; tea breaks


Free dress code",https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBNHM1REE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--1cc46de884c97976dab34b64edc81008aa4ad483/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJY0c1bkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--623b1a923c4c6ecbacda77c459f93960558db010/softnet-network-co-ltd-logo.png
vector-group,Vector Group,,Reviews,"Ho Chi Minh, Ha Noi",Product,1-50,Japan,Monday - Friday,No OT,"Vector là công ty PR và quảng cáo đại chúng có trụ sở chính ở Nhật bản, và là công ty PR có quy mô đứng số 1 ở Nhật Bản, số 2 ở châu Á, và thứ 16 trên thế giới.

Để mở rộng kinh doanh tại Việt Nam, Công ty PR Vector, Inc đã thành lập chi nhánh văn phòng thứ 2 có trụ sở tại Hà Nội, Sứ mệnh chúng tôi là đẩy mạnh hơn nữa việc phát triển và nâng cao các sản phẩm kỹ thuật số chiến lược có sức cạnh tranh cao, và xây dựng dịch vụ Web Service, iPaaS Service , Sercurity Service hướng tới các doanh nghiệp kinh doanh của Nhật Bản. Hiện tại chúng tôi cần tuyển rất nhiều các kỹ sư công nghệ thông tin ưu tú, xuất sắc tham gia vào các dự án của công ty.",,"CHẾ ĐỘ ĐÃI NGỘ


Lương cạnh tranh, xứng đáng với năng lực đóng góp.

Lương tháng 13.

Performance review: 1 lần/năm.

Được tham gia BHXH, gói khám sức khỏe cho nhân viên &amp; khám định kì hàng năm

Làm việc từ thứ 2 đến thứ 6, nghỉ t7 và CN

Hưởng các chế độ, phúc lợi như: Thưởng lễ tết, thưởng thâm niên; 12 ngày phép năm; Phúc lợi và phụ cấp khác

Du lịch một năm 1 lần 

 


CƠ HỘI PHÁT TRIỂN


Làm việc trong môi trường Product cùng các chuyên gia trong và ngoài nước

Cùng nghiên cứu và thử thách với những công nghệ mới và các hot tech trend trên thế giới như AI, Blockchain thông qua các dự án của công ty hoặc các cuộc thi nội bộ và có phần thưởng cho các cuộc thi này.

Được tư vấn và chia sẻ về phát triển năng lực và nghề nghiệp bản thân.

 


CHĂM SÓC SỨC KHỎE:


Bảo hiểm xã hội, bảo hiểm y tế, bảo hiểm thất nghiệp theo luật bảo hiểm.

 


VĂN HÓA ĐA QUỐC GIA


Môi trường làm việc toàn cầu, văn hóa đa quốc gia, tôn trọng phát triển cá nhân, công bằng và luôn khuyến khích sáng tạo để tạo nên những giá trị ""awesome"" cho công ty &amp; cho thế giới

Các thành viên công ty thân thiện cởi mở, chia sẻ, giúp đỡ nhau vượt qua mọi khóa khăn trong công việc và đời sống


TIỆN ÍCH PHONG PHÚ


Sử dụng miễn phí đồ uống tại khu sinh hoạt của Công ty

Sử dụng miễn phí mọi loại sách giá trị tại thư viện của công ty.

Trang thiết bị hiện đại, sẵn sàng phục vụ nhân viên mọi lúc mọi nơi",https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBMWJ5RVE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--ff4cb05258ed4b5535c1fc71d7a00837a8695680/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJY0c1bkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--623b1a923c4c6ecbacda77c459f93960558db010/Screenshot_32.png
your-rentals,your.rentals,3.5,6 Reviews,"Ba Dinh, Ha Noi",Product,51-150,Denmark,,,"We work within the vacation rentals industry, providing an innovative web-based application for property managers to market their vacation homes, manage bookings and centralize their financial activities. We save them time and help them to realise their business objectives. Your.Rentals A/S is headquartered in Copenhagen, Denmark. We are a start-up team working with more than 5,000 property managers and many of the largest travel brands in the world. Our office in Hanoi is our center for product innovation, including software development, quality assurance and product support.",,,https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBMU0xREE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--670114b8f658ce23913c41fb31646eb87455e608/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJY0c1bkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--623b1a923c4c6ecbacda77c459f93960558db010/your-rentals-logo.png
fpt-adtrue,FPT Adtrue,,Reviews,"Cau Giay, Ha Noi",Product,1-50,Vietnam,Monday - Friday,,"Với đội ngũ chuyên gia quốc tế có trên 20 năm kinh nghiệm trong ngành quảng cáo trực tuyến. FPT AdTrue đã và đang hợp tác với hơn 17.000 đối tác trong và ngoài nước, mạng lưới quảng cáo phủ sóng hơn 100 quốc gia trên thế giới. FPT AdTrue hứa hẹn từng bước khẳng định vị thế của mình trên thị trường công nghệ số của Việt Nam.



Khi hợp tác với FPT AdTrue, các tòa soạn/đơn vị cung cấp quảng cáo sẽ được tối ưu hóa doanh thu, lợi nhuận quảng cáo thông qua hình thức quảng cáo thông minh mới, như tự động đưa quảng cáo đến khách hàng phù hợp; mô hình định giá độc quyền, đấu giá các hiển thị (impression) quảng cáo chất lượng từ các khách hàng tiềm năng...",,,https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBeDQ2REE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--70baa8f6790205ffffc0ea920ecfdacea0e1f571/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJY0c1bkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--623b1a923c4c6ecbacda77c459f93960558db010/fpt-adtrue-logo.png
digital-unicorn,Digital Unicorn,,Reviews,"Son Tra, Da Nang",Product,1-50,France,Monday - Friday,No OT,"WHO ARE WE?



Digital Unicorn
 is a French digital agency with a team of passionate and ambitious people, we specialise in:



Mobile Application Development


Website development


AI/deep learning


UX/UI design




At Digital Unicorn,




Sharing and helping each other are greatly welcomed


Building matter things for startups together


A nice small hub where you can enjoy working and growing




DIGITAL UNICORN 
is looking for team member



Positive attitude, hard working


Ability to self-study, self-teach


Creativity, thinking outside the box


Ability to collaborate


No hesitation to share and speak",,,https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBNURPSFE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--2ca0044e1e9f67c0d51907ca1fcf8d3bcd234b2d/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJY0c1bkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--623b1a923c4c6ecbacda77c459f93960558db010/Digital%20Unicorn%20.png
intelligent-t-e-executionlab,Intelligent T&E (ExecutionLab),,1 Review,"Tan Binh, Ho Chi Minh",Outsourcing,1-50,Vietnam,Monday - Friday,No OT,"Executionlab is a software development company based in Ho Chi Minh City, Vietnam. We are a development outsourcing hub that take up digital transformation projects from many clients across Asia, mainly from Japan. 

Our unrelenting diligence towards creating value for our clients, and henceforth happiness for their customers is what makes us a trusted technology partner by many.",,"A young, friendly work environment with highly-skilled team members


Training and coaching program from our expert developers.


Great salary package. Year-end Bonus.


Salary and performance review TWICE a year.


Annual health check-up for all staff.


A MacBook or a personal laptop is provided.


Self-serving coffee machine, drinks, and a pantry full of sweets and snacks.


Monthly party with food and drinks.


Team Building, Company Trip,... and other big events.


Free language training: English and Japanese.


Opportunity to go work on-site in Japan.


Gifts and allowances for wedding, having babies, Women’s day, and Children Day


Sports clubs to maintain your balanced health: running, football",https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBeCswR1E9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--b3a17e2eccc433a8a24fc8584a099a32d0c51149/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJY0c1bkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--623b1a923c4c6ecbacda77c459f93960558db010/T&E%20Logo%20-%20Linh%20Nguyen.png
javis-enterprise,JAVIS ENTERPRISE,,1 Review,"Ha Noi, Ho Chi Minh",Outsourcing,51-150,Vietnam,Monday - Friday,No OT,"cung cấp dịch vụ phần mềm, kỹ thuật ứng dụng, dịch vụ chủ yếu cho khách hàng Nhật Bản. Ngoài ra còn tham gia các dự án startup đầy triển vọng.

Các dự án của chúng tôi trải rộng trên nhiều ngôn ngữ và nền tảng, như Ruby, PHP, Python, Các app trên Android và iOS. Chúng tôi đã và đang nghiên cứu các dự án khoa học và máy tính.

Mục tiêu của chúng tôi là trở thành người đồng hành với sự phát triển của doanh nghiệp và đối tác. Tại Javis, chúng tôi coi Con Người là giá trị cốt lõi, mong muốn các thành viên được thể hiện tốt năng lực và giá trị của bản than, luôn tìm kiếm và đón chào các kỹ sư tài năng luôn cố gắng, không ngại thay đổi và luôn luôn sẵn sàng đương đầu với thử thách.",,"Mức lương cạnh tranh, xứng đáng với khả năng và kinh nghiệm.


Up to $2000


Có thể thỏa thuận lương theo từng dự án, có thưởng sau mỗi dự án tốt.


Có thể làm việc tại nhà, hoặc đến văn phòng, được nghỉ thứ 7, Chủ Nhật và các ngày lễ theo quy định.


Môi trường làm việc lịch sự, hiện đại, sáng tạo, trẻ trung.


Làm việc, học hỏi và phát triển cũng đồng nghiệp là những kỹ sư trẻ tài năng, đam mê và có lý tưởng lớn.


Nhận đầy đủ các chế độ theo Luật Lao Động, Lương tháng 13


Xét tăng lương 1 năm 2 lần",https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBdzQ3REE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--11ac9025a2411136323921c08721199d2b39bb07/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJY0c1bkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--623b1a923c4c6ecbacda77c459f93960558db010/javis-enterprise-logo.png
renovacloud,Renova Cloud,,Reviews,"Binh Thanh, Ho Chi Minh",Product,1-50,Vietnam,Monday - Friday,No OT,"ĐIỆN TOÁN ĐÁM MÂY, DEVOPS VÀ TỰ ĐỘNG HÓA


Với đội ngũ chuyên gia về cloud được đào tạo bài bản và chuyên môn cao. Renova Cloud sẽ là đối tác đồng hành đáng tin cậy. Giúp doanh nghiệp tối ưu thời gian làm việc. Bảo mật và tự động hóa bằng các giải pháp phù hợp với từng giai đoạn của doanh nghiệp.


NHÀ TƯ VẤN CHIẾN LƯỢC ĐÁM MÂY HÀNG ĐẦU TẠI VIỆT NAM


Trên hành trình đồng hành hỗ trợ khách hàng trong nhiều lĩnh vực khác nhau, chúng tôi luôn hướng tới mục tiêu thúc đẩy sự thành công của khách hàng trong suốt quá trình chuyển đổi và hiện đại hóa đám mây.

Với nhiều năm kinh nghiệm hỗ trợ về Giải pháp Điện toán Đám mây, DevOps và Dịch vụ Quản lý hạ tầng, Renova Cloud là nhà cung cấp Tư vấn Chiến lược Đám mây hàng đầu tại Việt Nam.",,"Why join us ?


We are extending our teams and hiring Cloud Solution Architect in HCMC and Hanoi.
As a Solutions Architect, you will be learning and introducing new features and technology in order to help customers embrace and adopt new technology. 

Are you looking for the next big thing in tech that will change your career path ? Being a cloud solution architecture will lead you to be in the top technology edge and meeting with various technologies in SE Asia, Israel &amp; Europe. Join us now and be a part of the next generation of cloud technology. We offer an exciting environment in which you will gain deep knowledge and vast experience.

We are looking for sharp and self-motivated with a passion for learning the next generation cloud solutions from Amazon Web Services and Google Cloud to solve real business problems!


Some of our benefits:




Have Variable Bonus and 13th month salary. Seniority bonus (1 month bonus in 3rd year, 2 months bonus in 5th year and day-off)


Company provides flexible benefits for claim up to USD300/month


 Meal and parking allowance covered by company.


Full benefits and salary rank during probation.


 Insurances as Vietnamese labor law and premium health care for you and your family.


SMART goals and clear career opportunities (technical seminar, conference and career talk) - we focus on your development.


Values driven, international working environment and agile culture


Overseas travel opportunities for training and working related.


Internal Hackathons and company's events (team building, coffee run, blue card...)


15-day annual + 3-day sick leave per year from company.


 Work-life balance 40-hr per week from Mon to Fri.


Flexible working time


Regular exchange program to Israel for 2 weeks at a time, once/twice a year


Equipped with a laptop and display (eg 15” Macbook Pro and 27” Apple Thunderbolt Display for each employee )



It’s a part of our overall strategy, since our culture and our people are extremely valued and important to us. We keep a refrigerator fully stocked with soft drinks, fruits, and snacks. Meals every evening, especially on Fridays party when we can meet, chat, exchange knowledge",https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBeEhxSUE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--517aa12b1ccd90e638b5679cb5a79d0f1b1a68ad/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJYW5CbkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--0ee2142826455db8f2c2c0595c4fa369c30c09c8/RenovaCloud-Logo-block-color%20Square.jpg
vietnam-hi-tech-engineering-vhec,Vietnam Hi-tech Engineering ( VHEC),,2 Reviews,"Nam Tu Liem, Ha Noi",Outsourcing,51-150,Vietnam,Monday - Friday,Extra salary for OT,"Vietnam Hi-tech Engineering (VHEC) công ty đi tiên phong trong lĩnh vực gia công và phát triển phần mềm nhúng điều khiển ECU ô tô cho đối tác Nhật Bản .


Với đội ngũ kỹ sư đầy năng động, sáng tạo, nhiều năm kinh nghiệm và sự góp sức từ các chuyên gia Nhật Bản dầy dặn kinh nghiệm trong lĩnh vực CNTT, VHEC tự hào đem lại một môi trường làm việc và cơ hội học hỏi, đào tạo chuyên nghiệp, mang tính chuyên môn cao và nhiều tiềm năng phát triển cho các nhân lực trong công ty.
 

Làm việc tại VHEC, bạn được ưu tiên phát triển năng lực bản thân, được đào tạo tại Việt Nam và có cơ hội học tập/ làm việc thêm tại Nhật Bản.",,"Làm việc 5 ngày/ tuần (thứ 2 - thứ 6);


Xét tăng lương hàng năm không giới hạn;


Lương tháng thứ 13 và thưởng dự án;


Được cấp máy tính, các công cụ trong quá trình làm việc;


Tham gia team building, nghỉ mát, khám sức khỏe hằng năm;


Chế độ nghỉ phép, BHXH, BHYT, ốm đau, thai sản theo qui định Nhà nước;


Được ở ký túc xá của công ty (nếu có nhu cầu);",https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBMGhQRWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--1f47e66e314d3080f0fe0d37729143d43868327c/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJY0c1bkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--623b1a923c4c6ecbacda77c459f93960558db010/logo%20VHEC.png
vinorsoft-jsc,Vinorsoft Jsc.,,Reviews,"Phu Nhuan, Ho Chi Minh",Product,1-50,Vietnam,Monday - Friday,No OT,"Công ty CP Công Nghệ Vinorsoft được thành lập vào năm 2016, có trụ sở chính tại thành phố Hồ Chí Minh. Tuy là một công ty trẻ, đội ngũ lãnh đạo công ty có kinh nghiệm nhiều năm trong các dự án lớn trong và ngoài nước. Công ty có môi trường làm việc thân thiện, chú trọng việc phát triển con người, luôn mong muốn nhân viên được học tập và phát triển hết tiềm năng của mình.",,,https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBOFVFRVE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--3b3fdfa7a1d815d2205f1cce33e3575b7256d45b/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJY0c1bkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--623b1a923c4c6ecbacda77c459f93960558db010/10832326.png
antking,Antking,4.4,7 Reviews,"District 12, Ho Chi Minh",Outsourcing,1-50,Vietnam,Monday - Friday,Extra salary for OT,"""Connect to success"" with Antking - Singapore based Software Services and Trading Company.

Founded in 2012, Antking applies leading edge software technologies to solve practical problems providing a wide range of solutions and products for individuals and businesses. 

We have developed quality products for our customers ranging from USA, Australia and Singapore to Vietnam. Our development process follows the latest trends and builds on an experienced team. 

Our vision is to be a leading reliability company providing software solutions and development services in Asia.

Mission of Antking is ""make innovative ideas come true and deliver top class quality software solutions to clients"".","+ iOT Solutions+ Bus Management System (Bus Booking, Bus Vendors, Drivers and Vehicles)+ Beauty web development (Wordpress, Animations, Responsive)+ Mobile applications (React native, iOS, Android)","- Salary package: Competitive and negotiable.
- Salary review: 2 times/ year.
- Bonus: depend on project.
- Applicable for all normal benefits: insurance, 13th salary, happy hour, annual outing trip, team building activities.
- Training: Language training, soft skills and technical skills training.
- Working environment: young, flexible, dynamic, innovative and friendly.",https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBL01wREE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--f6f1d41bd03e6504bae17568b72afac9df29ec4b/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJY0c1bkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--623b1a923c4c6ecbacda77c459f93960558db010/antking-logo.png
flynotes,FLYNOTES,,Reviews,"Ha Noi, Ho Chi Minh",Product,51-150,Vietnam,Monday - Friday,No OT,"We are a team of forward-thinking individuals looking to change the way you consent. Flynotes was founded in 2017 by an Oral and Maxillofacial surgeon, with the aim of helping both clinicians and patients alike. 

Flynotes is a digital consent platform addressing an issue faced by doctors and patients – gaining valid and informed consent. Our platform guides individuals through the consent process, whilst also tailoring the information and consent provided to the patient and their particular condition or health status.

The primary goal of Flynotes has always been to aid and support, and as we continue to develop within the Dental Community, we are excited to educate people about consent, and more importantly Informed Consent.","Our team is currently 13 years old, and constantly expanding. By the way, we’re a 5 day work week company, but occasionally have to go the extra mile for clients.","Flexibility to work remotely or in the office Upon Confirmation; Health Benefits; Work Performance Incentive, Annual Team Bonding",https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBM09HR1E9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--403f4ef456698e6f60c4b901e0b85e555f136a99/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJYW5CbkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--0ee2142826455db8f2c2c0595c4fa369c30c09c8/Logo%20flynotes.jpg
besmartee,BeSmartee,,Reviews,"District 12, Ho Chi Minh",Product,1-50,United States,Monday - Friday,No OT,"BeSmartee 
was founded by mortgage lending and technology veterans. Our mission is to help lenders deliver a completely digital mortgage experience to consumers that is easy, fast and transparent. We offer a white-labeled, self-serve experience that can take your borrowers and originators from application to appraisal in minutes. Today, BeSmartee services some of the worlds’ largest banks and non-bank lenders, processing more than 25,000 applications per month through its consumer, TPO and solar platforms 

If you're an experienced Software Tester, we would love to talk to you about joining our team. As a Software Tester, you will perform unit testing and end-end testing of new code releases and configuration changes of a highly complex and mission critical product. This role ensures that our software products are high quality, robust, easy to use and delivers on the promise of our brand. 

Learn more at: 
https://www.besmartee.com/company
.",,"Yearly Awards for excellent employees.


Performance review and adjust salary once a year.


Company Team Building Trip, happy Friday...


10 public holidays, 12 annual leave days based on Vietnam Government regulations.


Job expenses/equipment",https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBMUc0RVE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--6cf014b4322b7124ac26662b3da938c3696dbedb/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lKYW5CbFp3WTZCa1ZVT2hKeVpYTnBlbVZmZEc5ZlptbDBXd2RwQWFvdyIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--28f189de9e383d44d64ccc109ffc501b2ff771e1/0.jpeg
new-system-vietnam,New System Vietnam,,Reviews,Ha Noi,Product,301-500,Vietnam,,,"New System Vietnam Co., Ltd. was legally established at the end of 2002 as a joint venture company, between Thai and Vietnamese Company, and started its business operation at the beginning of 2003. At present, our main shareholder is New System Service Co,. Ltd. (NSS), located in Bangkok, Thailand, who has 85 % capital share. Meantime Argo Graphics Inc. located in Tokyo, Japan became one of our shareholders in 2008, whose capital share is 15% as of today.

We are proud to be the authorized distributor for CATIA, DassaultSystemes, and the distributor for many other well-known software. Based on our business slogan "" Your success is our happiness"", we have been working for our customers successfully so far, therefore we believe we are appreciated by plenty of customers, in terms of after-services and maintenance, in addition to our capability related to the supply of various software.",,"- Allowances: as company policy,
- Raising salary yearly,
- Training policy: training courses due to the work demand,
- Labor contract, insurance and annual leave are based on Vietnamese law",https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBeE5rSVE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--f5e202e2256577c86e11246854b57a6bdff6fd43/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJYW5CbkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--0ee2142826455db8f2c2c0595c4fa369c30c09c8/square.jpg
