job_id,company_id,job_name,taglist,location,three_reasons,description
applicate-it-a-s:senior_frontend_dev_angularhtml5css,applicate-it-a-s,Senior Frontend Dev (Angular/HTML5/CSS), Angular   HTML5   CSS ,"Phòng 2B, nhà N3-4, ngõ 59 Láng Hạ, Dong Da, Ha Noi","Attractive salary
Creative working environment
New technologies and development tools","(Interview online &amp; having a Joining Bonus for new staffs joining this period)

• Study, analyze &amp; clarify projects’ requirements together with team
• Design, develop, unit test and deploy software application in good quality. Assure delivery of final product based on scope, requirements, schedule, etc.
• In details, developer will take part in developing client-side projects using Angular (or ReactJS) with high requirement of HTML/CSS styling skill.
 






• Strongly commitment attitude
• Proficiency with Angular development
• Excellent with HTML5, CSS3
• Familiar with .NET or ReactJS development is a big advantage
• Willing to learn, understand new / emerging technologies &amp; good teamwork skills
• Good at reading English skill. 
 







- Sign-on bonus


- Probationary salary : 100%


- We are driven by new technology at every level in our organization. For the right candidate, this a great opportunity to gain further insight and knowledge that can be useful for our professional clients. Our clients covers international enterprises alike Arla, IBM Global Services, Hempel, the Danish Government including all 98 Municipalities, and many more. Come and join a truly innovative, open and tech-driven software development company, not restricted to certain solutions, sectors or technology areas. 
- Very attractive salary
- Great chance to improve your career path, technical and/or managerial, in an international working environment of skilled, open and friendly colleagues.
- Being a strong candidate to be part of our Vietnamese management team in Hanoi – and become co-owner of our Danish stock company.
- 13th month salary
- Yearly travel
- Salary review every year or on excellent performance"
liberty-insurance-limited:product_owner_business_analyst,liberty-insurance-limited,Product Owner (Business Analyst), Business Analyst   Agile   English ,"45 Ly Tu Trong, District 1, Ho Chi Minh","A professional, international working environment
Attractive + 13th month salary + KPIs bonus
Opportunities for career development","JOB SUMMARY:


This role is responsible for supporting the Global Product Manager and Chief Product Owner in designing and delivering a [Buy/Product &amp; Pricing/Claims/Finance/Data] product vision and executing the strategy and vision for their product line to the Agile team, while representing the voice of the customer. They will collaborate with all stakeholders including Business, Technology, and Product Owners from other customer journey segments to define and prioritize features and stories while executing the product vision through the entire development of the product.     

 


DUTIES &amp; RESPONSIBILITIES:




Supports the Global Product Manager for the relevant journey in designing the vision and translating it into business outcomes


Responsible for conveying the strategy and vision for their product line to the team, being the customer advocate


Empowered to make decisions for the business function or business outcome


Delivers value tied back to business outcomes prioritized for the next 3 months


Collaborates with stakeholders and the team to track and feedback progress to a release 


Works to resolve challenges with team, product management and stakeholders


Creates, manages and prioritizes the product backlog, translates customer needs into deliverable features through writing and refining epics and stories


 Ensures healthy backlog of ‘ready’ stories for team


 Supports the team to answer queries as product is being developed, view demos and accept delivered stories 


 Evaluates product progress at each iteration and accepts work completed by the team as meeting business outcome needs 


Shares responsibility for the full product suite with fellow Product Owners and Product Management


Aligns the necessary stakeholders to keep the momentum of progress









QUALIFICATIONS:




Advanced knowledge of Agile development methodologies as typically acquired through a Bachelors’ degree in relevant field (business, computer science, humanities etc.). Master's degree preferred


A minimum of 5 years direct experience with agile teams as well as 7 years in business, technology, or consulting.


Experience in the insurance industry and the specific customer journey and domain. Knowledge of relevant products and portfolio preferred. Experimental mindset to drive innovation amongst uncertainty.   


Excellent communication, influencing and relationship building skills. Collaborative work ethic. Fluency required in English and Vietnamese.


Capable of being empowered, and possess the courage, to make decisions on key aspects of the design


Deep domain expertise with good appreciation of the various functions that comprise the customer lifecycle


Understands trends and emerging technologies. Experience and/or understanding of IT change desired but not essential.


Highly innovative, able to find creative solutions to problems and adapt to new challenges


Acts with integrity, confidence and accountability at all times. Deals assertively with all levels of management. 


International travel ~10-15%









You will love working at Liberty Vietnam:




A professional, dynamic and international working environment


Advanced Technology Approach


Opportunities for career development


Attractive benefits




Company's Benefits


Financial support




Probation with full salary


Lunch allowance


Transport allowance


Telephone allowance


Wedding support


Family funeral support


13th month salary + KPIs bonus


Performance rewards and awards




Insurance




Accident insurance


Health insurance


Motor bike insurance




Events and activities




Year End party


Team Building"
ocmg:react_native_developer_ios_android,ocmg,"React Native Developer (iOS, Android)", React Native   JavaScript ,"212A2 Nguyễn Trãi, P.Nguyễn Cư Trinh, District 1, Ho Chi Minh","Môi trường trẻ trung, chuyên nghiệp
Thưởng 1/1, 8/3, 2/9, 20/10, Lễ Tết, Sinh nhật....
Tăng lương 2 lần/ năm","Great opportunity to work for both Vietnam and Korea.
 Our company, OCMG stands for OK CULTURE MOBILLE GROUP, which is a mobile-specialized startup company. OCMG has several major projects such as online shopping mall platform for WEB and APP in Vietnam, mobile platform for supermarkets in Korea, and opensource ERP system currently deployed in Vietnam. We are planning to expand our business and initiate new projects, we are looking for passionate developers who will join us.


What you will do: 




Develop and maintain number 1 supermarket APP in Korea


Develop software applications for internal projects and the customers.


Execute accurate testcase to assure the code works properly.


Be passionate and professional, and we will fully support you to improve your career.










Over 2 years of experience working with React Native.


Experience with JavaScript, including ES6+ syntax.


Experience with React/Redux.


Experience integrating FB, GG, Zalo APIs


Experience integrating GG maps APIs


Experience with FCM


Understanding of Android &amp; IOS operating systems, instructions, configuration and build process.


Experience managing source code with Github.









Fully enjoying the regimes according to the state regulations including:




13th month salary


Salary is reviewed twice per year based on performance


Holidays provided as Labor Law, 12 days of paid leave per year


Support expenses for sickness, maternity, marriage, funerals, ...


Social insurance and health care insurance


Participate in charity programs organized by the company


Annual company trip, picnic, year end party


Free bike parking


Working time: 08:00 - 18:00 from Monday - Tursday, 08:00 - 17:00 on Friday


Passionate and professional employee will have chance to visit Korea"
island-peak-cloud:devops_engineer_pythondocker,island-peak-cloud,DevOps Engineer (Python/Docker), Python   PostgreSql   Java ,"35/7 D5 Street, Binh Thanh District, HCMC, Binh Thanh, Ho Chi Minh","Build experience on Fintech, AI. & Cloud Security
You have 13th salary and Project Bonus
Annual company trip","Deploying, maintaining, and configure tooling to support continuous integration and continuous delivery pipelines to ensure availability, high performance &amp; scalability, and also security.




Work with the development team to build, release, and configuration management of running systems.




System troubleshooting and problem-solving across platform and application domains.




Suggesting architecture improvements, recommending process improvements.




Ensuring critical system security through the use of best in class cloud security solution




Work on AWS and later, on IBM Cloud











 
At least 2+ years experience in AWS





Working experience on Google Cloud, Azure or IBM Cloud will be added advantage.




Strong knowledge of Elastic Container Service (ECS) and Elastic Kubernetes Service (EKS)




Experience in implementing and operating CI/CD systems as GIT CI/CD.




Experience in Docker, ECS, or Kubernetes.




Experience in monitoring, logging, alerting tools like Prometheus, EFK, ELK, ...




Manage all AWS provisioning as Infrastructure as Code via AWS Cloud Formation.




Working knowledge of database technologies (PostgreSQL)




Understanding of the key aspects of cloud infrastructure




Highly skilled in at least one programming language (Python, Java)




Eager to learn new knowledge and explore new technologies.











Annual company trip, Year-end Party and Health Check up


Government insurance


13th month bonus


Project Bonus


Team Building


Training courses with expert in the field.


Other Allowances"
liberty-insurance-limited:product_analyst,liberty-insurance-limited,Product Analyst , Product Manager   Project Manager   Business Analyst ,"45 Ly Tu Trong, District 1, Ho Chi Minh","A professional, international working environment
Attractive + 13th month salary + KPIs bonus
Opportunities for career development","JOB SUMMARY:


This role is responsible for supporting the Product Owner in providing subject matter expertise while defining the roadmap and product vision. As a member of an Agile team, the PA will collaborate with business stakeholders and subject matter experts to understand the problems and needs, subsequently translating them into business requirements and technical solutions

 


DUTIES &amp; RESPONSIBILITIES:




Supports the Product Owner and development teams with defining the roadmap,  product vision and determining / clarifying  user requirements. 


Leads workshops to gather requirements to aid in problem-solving for the business stakeholders, and translates the needs into business requirements and technical solutions


Delivers gap analysis against proposed technologies


Partners with developers and design teams to clarify business requirements


Takes ownership of project review and release documents 


Collaborates with stakeholders and the team to track and feedback progress to a release 


Creates, manages and prioritizes the product backlog, translates customer needs into deliverable features through writing and refining epics and stories


Ensures healthy backlog of ‘ready’ stories for team


Supports the team to answer queries as product is being developed, view demos and accept delivered stories 


Evaluates product progress at each iteration and accepts work completed by the team as meeting business outcome needs 


With support of the Product Owner, aligns the necessary stakeholders to keep the momentum of progress









QUALIFICATIONS:




Capable of being empowered, and possess the courage, to make decisions on key aspects of the design


Excellent communication, influencing and relationship building skills. Collaborative work ethic


Ability to work in complex cross-functional or geographically dispersed teams to jointly deliver transformational outcomes


Deep domain knowledge with good appreciation of the various functions that comprise the customer lifecycle


Understands trends and emerging technologies. Experience and/or understanding of IT change desired but not essential


Highly innovative, able to find creative solutions to problems and adapt to new challenges


Acts with integrity, confidence and accountability at all times. Deals assertively with all levels of management


Fluent in spoken and written for both English &amp; Thai or Vietnamese


International travel ~5-10%









You will love working at Liberty Vietnam:

 



A professional, dynamic and international working environment


Advanced Technology Approach


Opportunities for career development


Attractive benefits




Company's Benefits


Financial support

 



Probation with full salary


Lunch allowance


Transport allowance


Telephone allowance


Wedding support


Family funeral support


13th month salary + KPIs bonus


Performance rewards and awards




Insurance

 



Accident insurance


Health insurance


Motor bike insurance




Events and activities

 



Year End party


Team Building"
ocmg:backend_developerphpmysqlcodeigniter,ocmg,Backend developer(PHP/MySQL/CodeIgniter), PHP   MySQL   ReactJS ,"212A2 Nguyễn Trãi, P.Nguyễn Cư Trinh, District 1, Ho Chi Minh","Môi trường trẻ trung, chuyên nghiệp
Thưởng 1/1, 8/3, 2/9, 20/10, Lễ Tết, Sinh nhật....
Tăng lương 2 lần/ năm","Great opportunity to work for both Vietnam and Korea.
 Our company, OCMG stands for OK CULTURE MOBILLE GROUP, which is a mobile-specialized startup company. OCMG has several major projects such as online shopping mall platform for WEB and APP in Vietnam, mobile platform for supermarkets in Korea, and opensource ERP system currently deployed in Vietnam. We are planning to expand our business and initiate new projects, we are looking for passionate developers who will join us.


What you will do: 




Programming for WEB / APP using PHP and MySQL.


Develop software applications for internal projects and the customers.


Execute accurate testcase to assure the code works properly.


Be passionate and professional, and we will fully support you to improve your career.










Proficient in PHP programming language


Experience of using PHP frameworks such as Codeigniter, Laravel ... (CodeIgniter preferred)


Experience of using ReactJS preferred


Basic HTML / Javascript / JQuery experience


Proficient in MySQL database


Used to work with Linux Server


Proficient use of GIT and Swaggerhub


Requires at least 2 years of experience









Fully enjoying the regimes according to the state regulations including:




13th month salary


Salary is reviewed twice per year based on performance


Holidays provided as Labor Law, 12 days of paid leave per year


Support expenses for sickness, maternity, marriage, funerals, ...


Social insurance and health care insurance


Participate in charity programs organized by the company


Annual company trip, picnic, year end party


Free bike parking


Working time: 08:00 - 18:00 from Monday - Friday


Passionate and professional employee will have chance to visit Korea"
dion-software:senior_tester_1523m,dion-software,Senior Tester (15-23M), Tester   SQL ,"235 Nguyễn Trãi, Thanh Xuan, Ha Noi","Lương thưởng rõ ràng. Thưởng dự án hàng quý,Lễ Tết
Môi trường thoải mái, sếp nice, anh em thân thiện
Ít làm thêm, nhiều hoạt động Team Building","- Tham gia vào đội dự án thực hiện phát triển và maintain hệ thống của khách hàng Nhật Bản với vai trò tester

- Hiểu rõ yêu cầu của khách hàng, nắm bắt chính xác nghiệp vụ của sản phẩm

- Thực hiện kiểm thử theo check list, phát hiện bug và phối hợp cùng developers fix bug, đảm bảo chất lượng cuối cùng của dự án






- Đã hoàn thành các chương trình đào tạo về lĩnh vực Công nghệ thông tin (Cao đẳng, Đại học, trung tâm đào tạo CNTT,...)
- Thành thạo nghiệp vụ kiểm thử manual test
- Có ít nhất 3 kinh nghiệm ở vị trí tester, ưu tiên có kinh nghiệm làm việc trong dự án của khách hàng Nhật
- Tiếng Anh đọc hiểu, ưu tiên biết thêm tiếng Nhật






- Thời gian làm việc 8:00 - 17:00 thứ hai đến thứ sáu (nghỉ thứ bảy, chủ nhật)

- Lương thỏa thuận theo năng lực thực tế (15M-23M)

- Thưởng lương tháng 13, thưởng dự án hàng tháng, thưởng Lễ tết,...

- Review lương định kỳ 2 lần/năm hoặc đột xuất nếu có thành tích xuất sắc

- Hưởng chế độ bảo hiểm sức khỏe nâng cao sau khi thử việc thành công

- Tham gia BHXH, BHYT, BHTN, khám sức khỏe định kỳ hàng năm

- Chế độ nghỉ phép, nghỉ ốm,... theo quy định pháp luật

- Được hỗ trợ học tiếng Nhật trong công ty cũng như các khóa đào tạo bên ngoài

- Môi trường làm việc trẻ trung, thoải mái đưa ra ý kiến

- Tham gia các hoạt động Team Building hàng tuần, hàng tháng, Du lịch công ty cùng gia đình, các hoạt động nội bộ công ty như Tiệc cuối năm, Kỷ niệm thành lập công ty, Mừng 1/6 cho con cái nhân viên, Giáng sinh,...

- Miễn phí trà, cafe hàng ngày; bữa nhẹ hàng tuần"
dion-software:net_developer_cvbnodejs_12m25m,dion-software,.NET developer (C#/VB/NodeJS) 12M-25M, .NET   C#   NodeJS   Fresher Accepted ,"235 Nguyễn Trãi, Thanh Xuan, Ha Noi","Lương thưởng rõ ràng. Thưởng dự án hàng quý,Lễ Tết
Môi trường thoải mái, sếp nice, anh em thân thiện
Ít làm thêm, nhiều hoạt động Team Building","- Tham gia phát triển các dự án core của khách hàng Nhật (Work Flow, BI, CRM): lập trình xây dựng core, backend

- Phân tích Detail Design và phát triển chức năng theo yêu cầu của khách hàng, sử dụng các ngôn ngữ C#, VB.NET, Node.js

- Sửa lỗi, nâng cấp, bảo trì sản phẩm

- Làm quen với việc viết mã chất lượng cao, đơn giản và có thể bảo trì code, xây dựng các common lib

- Theo dõi, nâng cao hiệu suất hoạt động của ứng dụng được triển khai

- Xây dựng và quản lý tài liệu kỹ thuật liên quan đến dự án được giao

- Thiết kế và thực hiện các công đoạn hỗ trợ khác nhau theo yêu cầu

- Phối hợp với các SE, Project Manager để xây dựng các sản phẩm mới

- Nghiên cứu, thiết kế kỹ thuật của các sản phẩm, cập nhật các giải pháp, công nghệ mới






- Đã hoàn thành các chương trình đào tạo về lĩnh vực Công nghệ thông tin

- Có kinh nghiệm lập trình sử dụng công nghệ C#/ VB.NET/ winform / webform /... 

- Có kinh nghiệm làm việc với DB Oracle, SQL server

- Ít nhất 1 năm kinh nghiệm lập trình trở lên, ưu tiên có kinh nghiệm làm việc với dự án Nhật

- Tiếng Anh đọc hiểu, ưu tiên biết tiếng Nhật

- Cơ hội thăng tiến cao với ứng viên có kinh nghiệm quản lý nhóm ít nhất 3 thành viên






- Thời gian làm việc 8:00 - 17:00 thứ hai đến thứ sáu (nghỉ thứ bảy, chủ nhật)

- Lương thỏa thuận theo năng lực thực tế (12M-25M)

- Thưởng lương tháng 13, thưởng dự án hàng tháng, thưởng Lễ tết,...

- Review lương định kỳ 2 lần/năm hoặc đột xuất nếu có thành tích xuất sắc

- Hưởng chế độ bảo hiểm sức khỏe nâng cao sau khi thử việc thành công

- Tham gia BHXH, BHYT, BHTN, khám sức khỏe định kỳ hàng năm

- Chế độ nghỉ phép, nghỉ ốm,... theo quy định pháp luật

- Được hỗ trợ học tiếng Nhật trong công ty cũng như các khóa đào tạo bên ngoài

- Môi trường làm việc trẻ trung, thoải mái đưa ra ý kiến

- Tham gia các hoạt động Team Building hàng tuần, hàng tháng, Du lịch công ty cùng gia đình, các hoạt động nội bộ công ty như Tiệc cuối năm, Kỷ niệm thành lập công ty, Mừng 1/6 cho con cái nhân viên, Giáng sinh,...

- Miễn phí trà, cafe hàng ngày; bữa nhẹ hàng tuần"
fanxipan:03_business_analyst_ba,fanxipan,03 Business Analyst (BA), Business Analyst   QA QC   Fresher Accepted ,"130 Nguyễn Đức Cảnh, Hoang Mai, Ha Noi","Lương, thưởng và các chế độ đãi ngộ hấp dẫn;
Môi trường năng động, lộ trình thăng tiến;
Du lịch, Team building, Bảo hiểm, Khám sức khỏe;","·      Tiếp nhận và thu thập đầy đủ các yêu cầu, mong muốn từ khách hàng, người sử dụng cuối.

·      Hiểu và phân tích yêu cầu nghiệp vụ, chi tiết hoá các yêu cầu và mô hình hoá vào việc xây dựng các giải pháp phần mềm, đề xuất giải pháp và đàm phán với khách hàng.

·      Phân tích nghiệp vụ dựa trên yêu cầu đã lấy, chuyển thành tài liệu phân tích thiết kế.

·      Thiết kế mockup, wireframe…

·      Hỗ trợ đội QA trong việc kiểm thử tính phù hợp của ứng dụng, demo.

·      Quản lý sự thay đổi của yêu cầu phù hợp với giải pháp và thời gian xây dựng phần mềm.

·      Phối hợp với các nhóm phát triển trong suốt quá trình xây dựng và tương tác với khách hàng nhằm bám sát yêu cầu, sự thay đổi, mục tiêu và mong muốn của khách hàng.

·      Xây dựng tài liệu hướng dẫn sử dụng và tài liệu chuyển giao cho người dùng cuối.






·      Tốt nghiệp ĐH trở lên, ưu tiên chuyên ngành CNTT.

·      Có kinh nghiệm tại vị trí tương đương từ 1 năm kinh nghiệm trở lên.

·      Tư duy tốt, nhanh nhẹn, nắm bắt vấn đề nhanh. – Có khả năng thu thập, phân tích, tổng hợp thông tin.

·      Có khả năng viết tài liệu, giao tiếp tốt, trình bày vấn đề tốt.

·      Tư duy sáng tạo, logic, chủ động. Có khả năng chịu áp lực tốt.


Yếu tố ưu tiên***:




Đọc hểu Tiếng Anh chuyên ngành tốt



·       
Ưu tiên ứng viên có kinh nghiệm về sử dụng các tool hỗ trợ cho việc xây dựng tài liệu phân tích yêu cầu và prototype.





Nhiệt tình trong công việc, ham học hỏi và sẵn sàng chia sẻ




Đam mê, chăm chỉ, nghiêm túc trong công việc; Vui vẻ, hòa nhã thích giúp đỡ đồng nghiệp











Lương cạnh tranh, từ 9.000.000-15.000.0000 VNĐ


Thưởng tháng thứ 13, thưởng hiệu quả kinh doanh từ 03 đến 06 tháng lương.


Team buiiding hàng tháng, du lịch định kỳ Đông Hè 02 lần trong năm.


Tham gia đầy đủ các chế độ BHYT, BHXH, BHTN…khám sức khỏe hàng năm.


Cơ hội làm việc trong một môi trường trẻ, năng động…lộ trình thăng tiến rõ ràng, review lương hàng năm.


Cơ hội học hỏi và phát triển, tiếp cận và áp dụng các công nghệ mới.


Cơ hội làm việc với các khách hàng, tập đoàn lớn trong và ngoài nước như: VINGROUP, SUN GROUP, THACO, AEON, SSI…


Cơ hội tham gia nhiều dự án với nhiều nghiệp vụ/ngành nghề khác nhau.


Mọi ý kiến đóng góp từ bạn đều được công ty lắng nghe và chia sẻ, bạn hoàn toàn có thể nói ra những suy nghĩ của mình."
apax-english:05_php_developer_laravel_15_30m,apax-english,05 PHP Developer (Laravel) 15 - 30M, PHP   JavaScript   Laravel ,"14 Láng Hạ, Ba Dinh, Ha Noi","Cty có số Trung tâm Tiếng Anh lớn nhất Việt Nam
Môi trường trẻ trung, tốc độ, đầy nhiệt huyết
Văn hóa tốc độ và phụng sự ở mỗi con người Apax","Tham gia phát triển Web Application, API,..


Hỗ trợ giải quyết các vấn đề của dự án


Làm việc, phối hợp công việc theo nhóm dưới sự phân công công việc của quản lý dự án.










Có kinh nghiệm làm việc ít nhất 2~5 năm với các PHP Framework (Laravel, CI, CakePHP, Zend...)


Sử dụng thành thạo hệ quản trị cơ sở dữ liệu: MySQL, SQL Sever Hiểu biết về JavaScript, HTML5/CSS3, jQuery Có kiến thức về : MVP or MVVM, …, Devexpress, UX




Ưu tiên:




Ứng viên tốt nghiệp ĐH chuyên ngành CNTT hoặc tương đương.


Đã tham gia các ứng dụng liên quan đến ứng dụng Web



 








Đóng bảo hiểm theo luật định BHXH, BHYT, BHTN 


Được hưởng mức lương theo năng lực từ
 15 triệu -&gt; 30 triệu




Khám sức khỏe định kỳ cho CBNV


CLB Apax Football Club sinh hoạt định kỳ mỗi tuần và 3 năm liền vô địch toàn tập đoàn.


Môi trường làm việc thân thiện với các hoạt động gắn kết nội bộ."
fanxipan:03_jrsr_manual_tester_sqlqa_qc,fanxipan,"03 Jr/Sr Manual Tester (SQL,QA QC)", Tester   SQL   QA QC   Fresher Accepted ,"130 Nguyễn Đức Cảnh, Hoang Mai, Ha Noi","Lương, thưởng và các chế độ đãi ngộ hấp dẫn;
Môi trường năng động, lộ trình thăng tiến;
Du lịch, Team building, Bảo hiểm, Khám sức khỏe;","·      Tìm hiểu nghiệp vụ phần mềm

·      Xây dựng Test case, test plan, test reports

·      Thực hiện test, log lỗi và theo dõi tiến độ fix bug

·      Viết tài liệu hướng dẫn sử dụng chương trình

·      Tranning, Support khách hàng

·      Tìm hiểu và phân tích yêu cầu nghiệp vụ khách hàng (các khối Nghiệp vụ),

·      Truyền đạt nội dung, hỗ trợ các thành viên dự án, quản lý dự án và đối tác để làm rõ yêu cầu

·      Các nhiệm vụ khác theo yêu cầu của Trưởng bộ phận






·      Có kinh nghiệm kiểm thử phần mềm từ 01 năm trở lên (Junior) và 02 năm (Senior)

·      Có kiến thức về các ngôn ngữ lập trình, hiểu biết về quy trình phát triển phần mềm

·      Có khả năng đọc hiểu yêu cầu và review các tài liệu engineering của dự án

·      Cẩn thận, tỉ mỉ; có khả năng thuyết phục, làm việc độc lập và có tinh thần trách nhiệm cao

·      Biết sử dụng tool quản lý lỗi, tool hỗ trợ trong quá trình Test

·      Có khả năng học hỏi, giao tiếp tốt, khả năng làm việc độc lập.


Yếu tố ưu tiên***:





Đọc hểu Tiếng Anh chuyên ngành tốt




Ưu tiên bết sử dụng các Tool Test để thực hiện Test tự động theo kịch bản, Test Performance, load Test…




Nhiệt tình trong công việc, ham học hỏi và sẵn sàng chia sẻ




Đam mê, chăm chỉ, nghiêm túc trong công việc; Vui vẻ, hòa nhã thích giúp đỡ đồng nghiệp











Lương cạnh tranh, từ 9.000.000-15.000.0000 VNĐ


Thưởng tháng thứ 13, thưởng hiệu quả kinh doanh từ 03 đến 06 tháng lương.


Team buiiding hàng tháng, du lịch định kỳ Đông Hè 02 lần trong năm.


Tham gia đầy đủ các chế độ BHYT, BHXH, BHTN…khám sức khỏe hàng năm.


Cơ hội làm việc trong một môi trường trẻ, năng động…lộ trình thăng tiến rõ ràng, review lương hàng năm.


Cơ hội học hỏi và phát triển, tiếp cận và áp dụng các công nghệ mới.


Cơ hội làm việc với các khách hàng, tập đoàn lớn trong và ngoài nước như: VINGROUP, SUN GROUP, THACO, AEON…


Cơ hội tham gia nhiều dự án với nhiều nghiệp vụ/ngành nghề khác nhau.


Mọi ý kiến đóng góp từ bạn đều được công ty lắng nghe và chia sẻ, bạn hoàn toàn có thể nói ra những suy nghĩ của mình."
apax-english:1_năm_tester_qa_qc_up_to_20m,apax-english,1 năm+ Tester (QA QC) - Up to 20M, Tester   SQL   QA QC ,"14 Láng Hạ, Ba Dinh, Ha Noi","Cty có số Trung tâm Tiếng Anh lớn nhất Việt Nam
Môi trường trẻ trung, tốc độ, đầy nhiệt huyết
Văn hóa tốc độ và phụng sự ở mỗi con người Apax","Viết testcase cho các chức năng của dự án


Phân tích yêu cầu, nghiệp vụ của ứng dụng, chức năng


Test các vấn đề về Web, Mobile App


Tương tác làm việc trực tiếp với developer










Kinh nghiệm làm việc ít nhất 1 năm


Có khả năng đọc hiểu Business Flow


Khả năng viết testcase theo nhiều phương pháp để phù hợp với từng dự án


Có thể mô tả lỗi rõ ràng và chính xác. Viết báo cáo và giao tiếp bằng Email


Kỹ năng giải quyết vấn đề và tư duy


Có định hướng rõ ràng, ham học hỏi và có kỹ năng hợp tác làm việc theo nhóm


Ưu tiên các ứng viên đã qua đào tạo ở các trung tâm đào tạo Tester chuyên nghiệp




Ưu tiên:




Ứng viên tốt nghiệp ĐH chuyên ngành CNTT hoặc tương đương.


Đã tham gia test các sản phẩm Web/Mobile App










Được hưởng mức lương từ 10 triệu -&gt; 20 triệu


Đóng bảo hiểm theo luật định BHXH, BHYT, BHTN


Khám sức khỏe định kỳ cho CBNV


CLB Apax Football Club sinh hoạt định kỳ mỗi tuần và 3 năm liền vô địch toàn tập đoàn.


Môi trường làm việc thân thiện với các hoạt động gắn kết nội bộ."
bfast-system:senior_devops_engineer_aws_cloud,bfast-system,"Senior DevOps Engineer (AWS, Cloud)", Cloud   NodeJS   AWS ,"08 Thọ Tháp, Cau Giay, Ha Noi","Được trang bị máy MAC BOOK PRO 15', màn hình 32'
Cơ hội được làm việc ở châu Âu
Môi trường làm việc trẻ trung, trang phục tự do","Manage VM/Cloud infrastructure.


Develop and maintain scripts and tools, for example, to take snapshots, back up clusters


Build monitoring system for infrastructure.


Optimize infrastructure for security, performance, and cost


Work closely with each of our product development teams you will ensure that our CI tools, processes and methods to ensure a smooth and transition from our development to our production environments


Compose Installation Guide, Release documents


Contribute to the quality management








 



At least 2 years experience


Experience with container: Docker and related technologies. K8S/K3S is a plus.


Experience in cloud infrastructure (AWS or Google Cloud …).


Experience in building highly available and scalable infrastructure


Experienced in CI/CD


Experience in scripting


Excellent cooperation and communication skills.


Responsible and proactive.









Môi trường làm việc




Làm việc 5 ngày/ tuần, từ 8h30 đến 18h


Môi trường làm việc trẻ trung, hiện đại và cởi mở


Không gian văn phòng rộng rãi, giao thông thuận tiện tại trung tâm


Trang phục đi làm tự do, thoải mái


Tất cả thành viên đều được trang bị máy MAC BOOK PRO 15', màn hình mở rộng 24-32' full HD




Lộ trình đào tạo và thăng tiến




Lộ trình công danh rõ ràng


Cơ hội đào tạo, làm việc tại Pháp và các nước châu Âu


Được đào tạo sâu về chuyên ngành và các kỹ năng mềm giúp phát triển nghề nghiệp.




Chế độ phúc lợi




BFAST luôn tạo điều kiện để nhân viên được hưởng các chính sách lương và phúc lợi cạnh tranh theo phong cách châu Âu


Lương tháng 13, thưởng theo tháng, quý và dự án


Team Building hàng tháng/quý


Du lịch hè tại Pháp và các nước châu Âu


Các chế độ khác theo qui định của Việt Nam



Chúng tôi luôn chào đón các ứng viên sẵn sàng đương đầu với các thử thách, nỗ lực phấn đấu để làm ra các sản phẩm tốt nhất, chất lượng nhất phục vụ người dùng trên toàn thế giới."
bfast-system:backend_developer_nodejs_js_mysql,bfast-system,"BackEnd Developer (NodeJS, JS, mysql)", NodeJS   Database   DevOps   Fresher Accepted ,"08 Thọ Tháp, Cau Giay, Ha Noi","Được trang bị máy MAC BOOK PRO 15', màn hình 32'
Cơ hội được làm việc ở châu Âu
Môi trường làm việc trẻ trung, trang phục tự do","Phát triển Back End (CSDL, API) cho các sản phẩm Web, Mobile App


Thiết kế, build và maintain đảm bảo hiệu năng, bảo mật cho các hệ thống API, CSDL


Hợp tác với các team khác để định nghĩa và phát triển các tính năng mới


Phát hiện và sửa lỗi


Tham gia hoặc hỗ trợ Maintain các dự án, sản phẩm cũ









Profile




Hiểu biết phát triển server/api với một trong các nền tảng Express/Sequelize hoặc Loopback, NestJS, Go ...


Hiểu biết về PDF generators: PhantomJS/Headless Chrome


Hiểu biết về các tính năng liên kết với mạng xã hội như Login/Passport /Oauth


Hiểu biết về tính năng thanh toán: Stripe/Paypal/Google Pay/ Apple Pay/ In App Purchase


Hiểu biết về các giải pháp scale đáp ứng số lượng request lớn, An toàn thông tin cho API và CSDL.


Tư duy xây dựng CSDL khoa học, hiệu năng cao.




Bonus points




Ưu tiên có kinh nghiệm với Node JS


Ưu tiên có kinh nghiệm triển khai hệ thống Microservice (k8s, k3s …), giám sát và đo kiểm hệ thống.


Ưu tiên có kinh nghiệm về Agile Scrum


Giao tiếp tốt tiếng Anh hoặc tiếng Pháp










Môi trường làm việc trẻ trung, hiện đại và cởi mở. Không gian văn phòng rộng rãi, giao thông thuận tiện tại trung tâm.


Được đào tạo trước khi tham gia vào các dự án


Trang phục đi làm tự do, thoải mái.


Được trang bị máy MAC BOOK PRO 15'/MAC MINI/iMAC, màn hình mở rộng 24-32' full HD/2K/4K


Thưởng tháng, quý, vinh danh cá nhân suất sắc hàng tháng.


Lộ trình công danh rõ ràng, cơ hội đào tạo, làm việc tại Pháp và các nước châu Âu.


Được đào tạo sâu về chuyên ngành và các kỹ năng mềm giúp phát triển nghề nghiệp.


Thời gian làm việc từ 8h30 đến 18h. 5 ngày/tuần, hiếm khi có OT


Thường xuyên có các hoạt động Team Building theo tháng quý, du lịch hè tại Pháp và các nước châu Âu cho các nhân sự có thành tích tốt.


Các chế độ khác theo qui định/luật pháp của Việt Nam."
